시나리오,연도,폭염일수,열대야일수,여름일수,일교차,식물성장기간,온난일,온난일계속기간,최대온난일계속기간,온난야,일최고기온연최대,일최저기온연최대
SSP3-7.0,2070,73.7,59.5,164.9,11.7,289.1,104.3,82.1,45.8,90.5,42.9,30.7
SSP3-7.0,2071,68.3,51.2,165.3,11.4,292.8,99,77.3,40.1,85.2,42,30.7
SSP3-7.0,2072,60,54.1,154.8,10.9,298.1,87.5,66.4,43.2,89.7,41.1,30.8
SSP3-7.0,2073,57.9,51.4,165.2,10.8,300.2,87.1,64.4,45.6,88.5,41,30.4
SSP3-7.0,2074,54.7,43.2,166.8,11.1,264.7,93.4,67,36,82.1,42,30.3
SSP3-7.0,2075,61,45.2,163.5,11.4,296.5,98.1,75.8,32.7,82.9,39.4,29.5
SSP3-7.0,2076,51.7,40.2,164.6,10.9,292.1,84.4,59.3,34.3,88.3,39,30
SSP3-7.0,2077,80.4,57.4,178.2,11.5,287.1,108.1,89.5,49.5,91.9,40.5,30.6
SSP3-7.0,2078,56.1,51.9,171.1,11.1,307.2,94.4,65.3,36.6,92.2,41.3,31
SSP3-7.0,2079,82.2,52.1,174,12,293.3,116,89.5,52.1,86.9,42.7,31.2
SSP3-7.0,2080,65.3,40.5,172.9,12.2,273.8,98.4,75.2,43,73,41,30.8
SSP3-7.0,2081,86.9,62.6,184.1,11.7,307.7,118,95.7,47,99.3,43.1,31.4
SSP3-7.0,2082,71.3,40.3,176.4,11.9,275.7,109.7,79.8,45,88.4,42.5,31.2
SSP3-7.0,2083,75.6,53.1,182.4,12,291.2,111.3,85.2,45.6,88.3,42.1,30.3
SSP3-7.0,2084,79.4,62.1,178.8,11.7,299.5,111.5,87.7,54,101,43.4,31.4
SSP3-7.0,2085,66.7,51.9,180.9,11.1,295.1,106.5,75.1,39.1,97.1,39.7,30.2
SSP3-7.0,2086,80.5,57.8,168.8,11.7,297.5,102.2,82.8,72.6,93.7,42.6,31.2
SSP3-7.0,2087,81.2,66.2,186.2,11.1,295.7,110.8,81.6,53,107.5,42.7,31.1
SSP3-7.0,2088,95.2,65.6,175.9,11.5,306.9,123.3,102.3,51.4,98.3,42.4,31.8
SSP3-7.0,2089,74.2,61.4,186.8,11.3,308.1,109.6,79.1,51.1,100.7,42.9,31.7
SSP3-7.0,2090,105.5,67.5,177.2,12,316.6,128.2,116.2,57.8,101.9,43,32.4
SSP3-7.0,2091,78.6,62.4,171.3,11.2,325.5,103.2,82.5,40.4,103.4,41.5,30.8
SSP3-7.0,2092,86.8,71.1,181.2,11.1,326,113.2,95.3,72.3,102.9,43.5,31.5
